,mslpEurope_cluster1,mslpEurope_cluster2,mslpEurope_cluster3,mslpEurope_cluster4,mslpEurope_cluster5,smEurope_cluster1,smEurope_cluster2,smEurope_cluster3,smEurope_cluster4,smEurope_cluster5,tmaxEurope_cluster1,tmaxEurope_cluster2,tmaxEurope_cluster3,tmaxEurope_cluster4,tmaxEurope_cluster5,z500Europe_cluster1,z500Europe_cluster2,z500Europe_cluster3,z500Europe_cluster4,z500Europe_cluster5,mslpWorld_cluster1,mslpWorld_cluster2,mslpWorld_cluster3,mslpWorld_cluster4,mslpWorld_cluster5,z500World_cluster1,z500World_cluster2,z500World_cluster3,z500World_cluster4,z500World_cluster5,sstWorld_cluster1,sstWorld_cluster2,sstWorld_cluster3,sstWorld_cluster4,sstWorld_cluster5,olrNorthAtlantic_cluster1,olrNorthAtlantic_cluster2,olrNorthAtlantic_cluster3,olrNorthAtlantic_cluster4,olrNorthAtlantic_cluster5,sstNorthAtlantic_cluster1,sstNorthAtlantic_cluster2,sstNorthAtlantic_cluster3,sstNorthAtlantic_cluster4,sstNorthAtlantic_cluster5,sstMediterranean_cluster1,sstMediterranean_cluster2,sstMediterranean_cluster3,sstMediterranean_cluster4,sstMediterranean_cluster5,olrTropics_cluster1,olrTropics_cluster2,olrTropics_cluster3,olrTropics_cluster4,olrTropics_cluster5,sicArctic_cluster1,sicArctic_cluster2,sicArctic_cluster3,sicArctic_cluster4,sicArctic_cluster5,weekofyear,data_CO2
1979-03-12,993.54368875,-795.1784525,-583.7926625,-53.695511,-721.738122,0.0001252591145000006,0.027286147125,0.031373354,0.0104128057125,-0.009887599175000001,0.23351709375000002,2.8832884775,-6.02646864125,-1.49708891625,-1.8888799662499998,-101.3328860625,-138.08515625,12.79777595875,26.80414025,-103.59232187500001,-500.12079874999995,-12.514404325000001,-37.671596875000006,1550.6776799999998,123.45663125,-88.32937175,109.02176062500001,-15.677425474999998,-4.3467077625,183.410514375,-0.16791448369622225,-0.08123661251738665,0.06129762018099422,-0.10523388814181084,-0.24145528394728896,-5.0318478075,-2.1306721625,6.176961812499999,2.8356817887499997,6.8034598125,-0.6970108151435852,-0.38600502721965313,-0.6063924320042133,-0.7013266161084175,0.262252502143383,0.2529997657984495,0.2943010926246643,0.7859219163656235,0.3533702604472637,-0.0461205106694251,7.0960272625,1.8339787644499999,-8.4185137625,-10.72107639375,19.081892625000002,-0.00197754010875,0.23492850875,-0.013642469687499999,-0.007855799824999999,-0.0011687614125000002,11,336.130995
1979-03-19,-885.3861267499999,-218.1621715,-257.77460087500003,-550.75035,-1260.82925,-0.0022640911125,0.026198969750000002,0.045287849125,0.0203900621875,-0.014091863625,0.12759272249999998,2.4401629812500003,-2.6057251924999996,-1.47052086125,-1.9059308212500001,-59.13344750000001,-180.04718625,21.669294875,-157.85673875,-58.8614443375,-112.46217087499997,-10.2475984125,-657.81719125,391.888916875,268.00201375,-48.71053725,42.369830837500004,-67.600576875,-0.273294425,52.59538309999999,-0.14687385782599444,-0.16876648878678674,0.048313244013115715,-0.11677247844636435,-0.4931035749614239,-6.38761019875,-5.4555851625,2.79016865375,3.775445675,4.5722819375,-0.7946993485093117,-0.2736271992325783,-0.5466053523123264,-0.8152135834097862,0.24557329155504704,0.29263793118298054,0.3988944571465254,1.266608513891697,0.35050896368920803,-0.25287117436528206,0.6605664249999998,-1.7245631118,11.546215425,-1.6012471750000001,14.849850337500001,0.003254213275,0.2434848725,-0.0104819576875,-0.004100268,0.009301832825,12,336.16157
1979-03-26,-660.37054625,-727.4700475,-263.27140575,-22.850347,-761.7878675,0.0027462321499999998,0.036664959375,0.032042349124999994,0.037739630125,0.0022105812750000003,-0.6839408487499999,2.63661625,1.3443312387500002,-3.08355732,-0.28963077874999993,-81.92674199999999,-123.91413775000001,5.6282477625,-68.10223049999999,50.574240625,-540.2028366249999,-58.282239875,-389.73879962499996,922.8922849999999,571.6193812500001,-63.174177125,25.667224125,-8.718600625000002,-4.272694275,174.75859125,-0.07281013811007137,0.15346654783934352,0.04012979753315444,-0.14106602314859626,-0.04452478885650636,-4.3347564825000005,-7.9361630175,1.30377672125,11.4369240875,8.26541365,-0.7647218853235245,-0.11537754070013757,-0.6524253785610199,-0.7356390878558159,0.19508941099047655,0.28585471026599407,0.30983722396194935,1.3726565092802048,0.04607542930170893,-0.38647595047950745,-4.088318825,3.5113529750000003,12.5717456625,-6.862617845,-5.962987321250001,-0.0013884600999999998,0.18733226749999998,-0.0039485698875,0.00945659725,0.007383580262500001,13,336.1921325
1979-04-02,1208.21087625,-437.62135475,-211.41395324999996,970.0499587500001,-301.86474375,0.006891768457499999,0.03411362525,0.022421449125,0.03449194525,-0.0020605534875,-2.4414768175,3.4407792075000003,-0.8732878937499999,-1.85934774625,-2.6181202675,-64.375905625,-118.20643625,-14.702449249999999,70.263797875,31.790952749999995,-574.84078375,-70.306225,-224.38718437500003,1183.9005,257.87476000000004,-44.43933137500001,47.586116,-14.50601435,-8.548458162500001,76.32689157499999,-0.027421382837928786,0.0838879055809229,0.0234324589837342,-0.1775933783501386,0.1735282875597477,-6.288755607500001,-2.19621577875,1.6266772025,7.004770878750001,3.5918406999999997,-0.6808688193559647,0.07838540780358015,-0.6119482889771461,-0.8617478460073471,0.2993823103606701,0.02041617804206909,0.24509112723171705,1.3677293509244919,0.02459275134606285,-0.4305442087352276,11.1116278125,2.8704406125,8.50886228,0.2630954000000001,-7.003824971375,0.00230554630875,0.21152579375,-0.0066592104499999995,0.00950629375,0.019589408375,14,336.2227025
1979-04-09,1061.7226437499999,110.6575115,-181.88591625,550.59714125,-374.06266249999993,0.0068892825375,0.02062299925,0.042402682625,0.030655183875,-0.015389113999999999,-0.8145488375000001,-1.9733389825,-3.37753845625,-0.50146340375,-4.2136219624999995,-36.467049875,-35.8723231875,-32.644780187500004,66.391751375,-26.643931875,-680.46034875,-126.55294124999999,100.50807187499998,1642.5602625,669.0850025,-92.07865425,115.6899525,19.668904375,-9.2759539875,12.880359712499999,-0.022526378161273848,-0.028307766886428002,0.016858446484548,-0.19167804345488546,-0.1707948492839932,-0.5596315687500004,2.0030508124999997,2.26686335,0.10654791250000006,0.54235875,-0.7933177798986435,0.053309221286326626,-0.6427252516150475,-0.7135836705565453,0.28584024310112,0.007675762055441727,0.20529250241816038,1.655917763710022,-0.1326260882196948,-0.4792216122150421,11.2479033,4.5991242875000005,-1.3690069605000004,-11.5073252875,4.985272579999999,0.008891303925,0.27262636500000004,-0.0044022044625,0.0105918714125,0.032996220125,15,336.2532775
1979-04-16,-274.27124499999996,65.76471624999999,376.16711749999996,-34.645245000000045,432.24840625,0.012489989912499999,0.01637593625,0.0193880439875,0.020606158625000003,-0.021014867,-4.133438587500001,-2.2188807125,-4.5169852,-1.6696522949999997,-8.8610108875,31.51519175,46.12162125000001,-68.2830639375,10.502671874999997,-112.91235575,-892.05441625,-35.01343893749999,-267.2180475,198.25023700000003,300.904787875,-145.697671875,12.1972125,-3.3928089249999998,-3.1942843375,-46.602429,-0.04799746209755535,-0.045056324277538785,0.015280022591468875,-0.2165271993726492,0.026579797384329133,-7.8899537125,5.6002670000000006,0.6105070887499999,6.988414799999999,-7.559726925,-0.8107956722378731,-0.1866675522178411,-0.4675275422632694,-0.8436867818236351,0.136100485920906,-0.1445937249809503,0.09238034998998043,0.5526209063827991,-0.41166695207357407,-0.43022895604372025,3.5129114662499994,0.19869851125000015,6.824728674999999,-5.274747143750001,21.395010125,0.0096736734375,0.28105910624999997,-0.0022559689087500003,0.012688030625,0.035145723625,16,336.2838425
1979-04-23,-582.1405237499999,46.64512025,332.4637275,-798.6266512499999,126.20697912499995,0.002177071775,0.0435200645,-0.010987365800000001,0.038128491875,0.02318706295,-1.62333661875,0.1584263924999998,-1.139898642875,-2.92086432,0.17799850500000003,-15.73373225,-2.2196066250000044,27.942612124999997,-89.04123825,-45.748063,-557.8536624999999,5.2896625,49.88785824999999,-188.20574499999998,-64.9595481875,-61.205152874999996,-6.994955750000003,40.479325375,-9.19886155,-101.38770975,-0.10734839737415308,0.16413472965359682,0.034531988843809744,-0.2811229042708874,0.34468081407248974,-11.4037285,5.76967665,-3.44241355,-10.059910600000002,0.6215817931249998,-0.7461238279938698,-0.3264468088746071,-0.5687913410365582,-0.8459371626377106,0.12417968921363348,-0.27114359848201275,0.16191547922790048,0.4910118319094181,-0.531821072101593,-0.5048328898847103,3.0527542624999997,0.10919810974999994,11.0792719375,2.522474655,10.912447225000001,0.013786812375,0.28998277125,-0.007741694449999999,0.0165768985625,0.045571914375,17,336.31441125
1979-04-30,-431.93994999999995,-91.66364499999999,136.3958215,-725.93569,215.66330524999995,-0.021209192874999998,0.049433274625,-0.0257009175,0.02911739025,0.040911717375000003,-3.8279786375000002,2.13418275,-1.6012232437499998,-3.2882298875,2.4954375125,-24.253753949999997,-100.927578625,12.47465815875,-186.3714695,-68.552787075,79.32821562500001,-42.28139365,-96.06599649999998,578.8215512500001,-2.110362312499994,57.01015,98.231570625,2.6377669249999993,-10.9040388125,-20.07124945,-0.09647656790912146,0.06179845478618515,0.0275763994432054,-0.33019276335835457,0.23198107117787,-6.517064187499999,-0.23120051249999984,-2.65052397875,-3.1312486125000003,-2.6860801624999997,-0.6587415561079979,-0.20009894948452708,-0.5779266878962517,-0.8742283955216408,0.027848751284182047,-0.5111744962632656,0.07421507895924148,0.8015703782439232,-0.8626966401934624,-0.6994112655520439,12.315067562500001,2.05307844,-2.235741,4.19020365,-5.71432185,0.011443584625,0.21528850375,-0.019037434625,0.019316744375,0.052998256375,18,336.34498499999995
1979-05-07,283.27324875000005,507.58577875000003,362.8204975,303.22086125,756.22273,-0.008809456375,0.026084450874999998,-0.01871224731,0.0163890318375,0.035605609875,-3.1730742875,1.7614590624999997,-2.453245275,-0.8095295125,0.06831593250000001,57.177251625000004,85.58752212499999,18.0141937625,-70.68727293750001,-16.550739725,437.38904,-51.6519439625,-594.914095,518.9669125,61.966789874999996,50.04099925,59.896857250000004,-32.84375785,-9.14422675,36.193119874999994,-0.09211905626580115,0.01655406382633371,0.06021172227337952,-0.37517570331692696,-0.084640490822494,-5.8391701437500005,-0.10495207125000011,-0.8919618787500001,6.683046,-0.03122536500000006,-0.642159529030323,-0.40420799143612385,-0.2426752410829067,-1.0384628027677536,-0.09122222801670428,-0.6753533557057381,0.03371699340641495,1.238332338631153,-1.0640691667795181,-0.6384402886033058,12.043412175,0.6378615875,-6.024218424999999,0.3599198874999998,11.010667762499999,0.016710384249999998,0.251324105,-0.00689138625,0.025381677124999998,0.0619909035,19,336.3755525
1979-05-14,-686.05809875,294.812464675,229.01139262499998,-387.95540625,-425.96083674999994,0.014737499,0.00022672738000000057,-0.042255950125,-0.038364730787499995,0.03043199875,2.485409475,-2.0621435875,0.09195236062499998,-0.2501957575,4.943351177499999,18.7115776375,-71.83008875,10.11240625,-128.76027075,31.45021125,310.960241,45.04747375,-885.8522787500001,-1.9022791250000068,-350.075720375,37.31241075,-35.552932,-86.28943225,-2.41646324375,-19.6757102875,-0.015793883780133862,-0.00375876209000125,0.0231735037232283,-0.39550985395908356,0.06589723378419873,6.5837134125,1.6703647287499999,0.037079926250000006,-2.7495891424999996,0.39764012798750015,-0.587720762938261,0.00795271573588252,-0.4433303279802203,-1.1505852192640305,-0.16944514587521547,-0.6635610535740852,-0.3799378480762243,0.5784647762775421,-0.5729595944285393,-0.5101334229111671,-5.7439242625,1.661513,-12.401821625,-1.7447473,28.600341,0.025526726125,0.24498375625,0.0112687982,0.03227041825,0.0767304595,20,336.40612125
1979-05-21,-808.97227625,290.68874374999996,90.27404367499999,176.489641125,-1034.5400962499998,0.006992020283750001,0.01400266575,-0.02283192725,-0.081033850625,0.024712566125,2.930719775,-0.03337743874999999,1.89155844375,-1.4056304050000001,4.56725275,-10.084588,-176.68022499999998,33.504479125,-87.958979375,100.396890625,-105.63365250000001,51.777558125,-834.79018,280.423395,-273.96016437500003,-52.67303415,-39.46282175,-48.494131374999995,0.2770413437499999,-0.8449887375000005,-0.07233797758817669,0.11219963035546239,0.003125396120594825,-0.4488437920808792,0.12418914400041099,2.8779866062500004,-4.59434339625,-3.66291998,1.5494777875000003,1.6036247949999998,-0.16469818539917463,0.14809134858660397,-0.8251455426216125,-1.1678546369075775,-0.22979819402098653,-0.10382288461551072,0.17724775604438037,0.24040550831705332,-0.3904884671792388,-0.7329287156462669,-4.03693935,-0.29105458624999997,3.5983403875,4.19685225,25.305663375,0.026992293875,0.23502804375,0.00661053885,0.0462241635,0.086855525,21,336.43669125
1979-05-28,473.18800374999995,448.10806875000003,61.374153375,974.039767375,91.04430275000004,0.005982961015,-0.004239724962499998,-0.0046012655875,-0.089481287375,0.0077722675275,4.7649605125,-0.3064212525000001,2.7937126549999998,1.15666664,4.38793844375,26.085599900000002,7.271829875000009,28.15271225,79.238273875,152.68014875,-539.93744125,18.652176312500004,-949.1596374999999,-61.083068125,74.754207875,-44.783845,-20.92637725,-82.0507235,1.24178262875,-18.309732,-0.04843640141189093,0.10568273253738877,0.029891137732192836,-0.4046874940395355,-0.003566967556253065,11.985909225,-3.5066378668750007,-1.180836255,3.5235651,0.30850027499999966,-0.10750867146998641,-0.14139078184962267,-0.7005252540111542,-0.9289035350084305,-0.135280052665621,0.9382432363927364,0.7762652486562729,1.3361309319734573,1.0237514935433865,-0.17056831624358887,0.2958844749999998,-3.1920732750000003,7.586706675,8.4128362875,0.9748997750000004,0.02805054125,0.21780419374999999,0.0135098560375,0.071825461875,0.095141887375,22,336.46726375000003
1979-06-04,215.93529875000002,320.7287475,122.334478625,13.073022500000008,310.96605150000005,0.0002786286374999998,-0.005411040625,0.0036767212625,-0.08973416312499999,-0.007839090312500002,2.716406625,-0.2765331041249999,-0.4591315450000001,-0.20070568000000005,-0.95461600625,13.147953999999999,14.219477999999999,16.426703999999997,98.22519525,-3.2467899875000015,-621.0222062500001,20.619982999999998,-352.63176,-140.92742125,-4.189072749999994,-83.87713425,-19.369815425,-38.351973575,-2.95706862125,-21.886087562500002,0.01349963166285308,0.10489866044372316,0.01918309950269754,-0.36062876135110855,0.02205150149529795,4.5600367875,-0.4119261275000001,1.1691123675,6.157736625,-4.54465609125,0.0269951351219788,0.09809236694127318,-0.48955724760890007,-0.8351929485797882,-0.08672550879418847,1.0662678182125092,0.6275101006031036,0.5490057356655598,1.6108575463294983,-0.11615575570613143,9.3170305,-2.2687508925,3.1306124875,12.5001734875,-4.324356975000001,0.027042672625,0.22989204875,0.037338983,0.10458248437499999,0.07868001687500001,23,336.49782875
1979-06-11,-536.35374875,151.5906965,129.47522147499998,-319.82520174999996,248.424905,-0.008760024137500001,0.02359611705,-0.0012553167375000001,-0.0775179015,0.012353891162499998,1.0458321925000003,1.00024670625,-0.32793765,-1.0164497125,1.699690784975,3.0434153750000013,39.8302331375,33.6003429,-26.04946725,-9.5503602,-412.1256525,45.50446325000001,-712.80867625,-720.753575,13.83253675000001,-54.6643093375,-79.58014424999999,-45.824071124999996,0.607892295,-48.58352325,0.11128682782873506,0.07221875435425316,0.03868917794898147,-0.38239287957549095,0.005884672602405749,-0.9270546375,-2.8196295075,-0.49513646659999994,-0.7370489375000002,1.3293192924999997,-0.11673920607427134,0.40780007652938366,-0.22873205132782456,-0.9287654832005501,-0.10947831626981494,1.0844987332820892,0.8713217005133629,0.6157203242182732,0.9253588793799281,-0.15581857599318027,1.0030365175000004,-0.06953075749999998,5.913997762499999,-1.00587435,-17.51005225,0.019606724375,0.20655335625,0.054518390874999996,0.11596035325000001,0.083340011125,24,336.528395
